Beans,Bulgur,Cheese,Fish,Meat,CSB,Dates,DSM,Milk,Salt,Lentils,Maize,Maize meal,Chickpeas,Rice,Sorghum,Soya-fortified bulgur wheat,Soya-fortified maize meal,Soya-fortified sorghum grits,Soya-fortified wheat flour,Sugar,Oil,Wheat,Wheat flour,WSB,label
0,5.857049,0,0.154017,0,0.173479,0.327748,0,0.344939,0.05,0,0,0,0,0,0,0,0,0,0,0.2,0.169652,0,0,0.667193,0.179132796
0,0,0,0,0,0,0,0.223211,0,0.05,0,3.483443,0,0.942577,0,0,0,0,0,0,0.2,0.382443,2.461713,0,0.750644,0.261339209
0.882761,0,0,0,0,0,0,0.242856,0,0.05,0,0,0,0,0,0,0,0,0,0,0.2,0.381831,1.653448,2.227597,0.725828,0.491488716
0.711267,0,0,0,0,0,0,0.220821,0,0.05,0,0,0,0,0,0,0,0,0,0,0.2,0.290451,2.315063,2.251431,0.706658,0.80363531
0.677848,0,0,0,0,0.057183,0,0.329392,0,0.05,0,0,5.175562,0,0,0,0,0,0,0,0.2,0.213838,0.421915,0,0.656989,0.60303846
0.727845,0,0,0,0,0.596251,0,0.412196,0,0.05,0,0,0,0,0,0,0,0,0,0,0.2,0.313793,0.164276,5.100106,0.024126,0.69580246
0.347448,0,0,0.16272,0,0.7,0,0.371802,0,0.05,0,0,0,0,0,0,0.131556,0,0,0,0.2,0.329136,1.30452,4.003276,0,0.308649761
0.463228,0,0,0,0,0,0,0.333297,0,0.05,0,0,0.261249,0,0,0,0,0,0,0,0.2,0.288075,3.517496,1.033222,0.607464,0.776433553
0,1.959875,0,0,0.095685,0.633826,0,0.490197,0,0.05,0,0,3.318254,0.608235,0,0,0,0,0,0,0.2,0.309147,0,0,0,0.518108115
0.752028,5.076441,0,0,0.159859,0,0,0.333433,0,0.05,0,0,0,0,0,0,0,0,0,0,0.2,0.206588,0,0,0.605785,0.611191472
